[2025-05-28 09:52:09,399 INFO FedFit_Site0]: Logging to /u/parthpatel7173/MMA_RadioWave/FederatedFitting/examples/output/pf_2site_distributed_FedFit_Site0_2025-05-28-09:52:09.txt
[2025-05-28 09:52:10,003 INFO FedFit_Site0]: Site using proxystore for local MCMC chain transfer with store: FileConnector.
[2025-05-28 09:52:10,007 INFO FedFit_Site0]: [Site 0] Waiting for ServerStarted event...
[2025-05-28 09:59:45,300 INFO FedFit_Site0]: [Site 0] msg: ConsumerRecord(topic='MMA_RW_FedFit_Events', partition=0, leader_epoch=0, offset=1, timestamp=1748444385070, timestamp_type=0, key=None, value=b'{"EventType": "ServerStarted", "site_config": {"fitting_configs": {"use_approach": "2"}, "mcmc_configs": {"nwalkers": 32, "niters": 20, "burnin": 2, "random_seed": 42, "Z_known": true, "Z_range": [0.001, 8], "Z_fixed": 0.0098, "DL_known": false, "DL_range": [18.532, 45.399], "DL_fixed": 40, "thetaObs_range": [0, 1.571], "thetaCore_range": [0, 0.1745], "P_range": [2.01, 2.5], "thetaWing_range": [0.1745, 0.7854], "logE0_range": [48, 54], "logn0_range": [-5, 2], "logEpsilon_e_range": [-5, "-.5"], "logEpsilon_B_range": [-5, "-.5"], "include_upper_limits_on_lc": true, "exclude_time_flag": false, "exclude_ra_dec_flag": false, "exclude_name_flag": false, "exclude_wrong_name": false, "name_of_source": "SSS17a", "GPS_time_of_GW": 123456789, "ra": "13h09m48.085s", "dec": "-23d22m53s", "exclude_outside_ra_dec_uncertainty": false, "arcseconds_uncertainty": 10, "display_truths_on_corner": true, "true_values": [53, 0.54, 0.088, -1.699, -2, -3.699, 2.139, 0.6, 0.0098, 40]}, "comm_configs": {"compressor_configs": {"enable_compression": false}}}, "day_threshold": "all"}', headers=[], checksum=None, serialized_key_size=-1, serialized_value_size=1069, serialized_header_size=-1)
[2025-05-28 09:59:45,301 INFO FedFit_Site0]: [Site 0] Received ServerStarted event.
[2025-05-28 09:59:45,314 INFO FedFit_Site0]: [Site 0] Computing log-likelihood on Makhatini2021Data dataset
[2025-05-28 09:59:46,561 INFO FedFit_Site0]: [Site 0] Published SiteReady event.
[2025-05-28 09:59:50,097 INFO FedFit_Site0]: Site 0 received proposed theta. Iteration no: 0, walker=0
[2025-05-28 09:59:50,288 INFO FedFit_Site0]: [Site 0] Sent Local log-likelihood. Iteration no: 0, walker=0
[2025-05-28 09:59:50,347 INFO FedFit_Site0]: Site 0 received proposed theta. Iteration no: 0, walker=1
[2025-05-28 09:59:50,408 INFO FedFit_Site0]: [Site 0] Sent Local log-likelihood. Iteration no: 0, walker=1
[2025-05-28 09:59:50,462 INFO FedFit_Site0]: Site 0 received proposed theta. Iteration no: 0, walker=2
[2025-05-28 09:59:50,654 INFO FedFit_Site0]: [Site 0] Sent Local log-likelihood. Iteration no: 0, walker=2
[2025-05-28 09:59:50,703 INFO FedFit_Site0]: Site 0 received proposed theta. Iteration no: 0, walker=3
[2025-05-28 09:59:51,545 INFO FedFit_Site0]: [Site 0] Sent Local log-likelihood. Iteration no: 0, walker=3
[2025-05-28 09:59:51,586 INFO FedFit_Site0]: Site 0 received proposed theta. Iteration no: 0, walker=4
[2025-05-28 09:59:51,729 INFO FedFit_Site0]: [Site 0] Sent Local log-likelihood. Iteration no: 0, walker=4
[2025-05-28 09:59:51,770 INFO FedFit_Site0]: Site 0 received proposed theta. Iteration no: 0, walker=5
[2025-05-28 09:59:51,998 INFO FedFit_Site0]: [Site 0] Sent Local log-likelihood. Iteration no: 0, walker=5
[2025-05-28 09:59:52,039 INFO FedFit_Site0]: Site 0 received proposed theta. Iteration no: 0, walker=6
[2025-05-28 09:59:52,511 INFO FedFit_Site0]: [Site 0] Sent Local log-likelihood. Iteration no: 0, walker=6
[2025-05-28 09:59:52,552 INFO FedFit_Site0]: Site 0 received proposed theta. Iteration no: 0, walker=7
[2025-05-28 09:59:52,769 INFO FedFit_Site0]: [Site 0] Sent Local log-likelihood. Iteration no: 0, walker=7
[2025-05-28 09:59:52,810 INFO FedFit_Site0]: Site 0 received proposed theta. Iteration no: 0, walker=8
[2025-05-28 09:59:52,876 INFO FedFit_Site0]: [Site 0] Sent Local log-likelihood. Iteration no: 0, walker=8
